,hospital,address,name,content,date,visits
8615,바른세상병원,경기 성남시 분당구 야탑로75번길 5,코라 KOR SIN,"최악입니다.
저희 아버지 바른세상에 지팡이 짚고 가셨다가 휠체어 타고 나왔습니다.
무릎통증 때문에 병원을 찾았고 양쪽인공 관절 수술을 하면 통증도 없어지고 잘 걸어 다닐거라고 해서 양쪽 인공관절 수술을 하셨는데 수술후...전혀 걷지를 못하셔서 재 수술을 의뢰했지만 바른 병원에서는 저희 아버지가 매우 특이한 경우라고 하며 바른세상에서는 재수술이 불가하다고 고대병원으로 연결시켜줘서 
바른세상에서 수술하자마자 고대병원가서 재수술을 했습니다.
고대가서는 바른세상에서 수술한 인공관절 제거하고 다시 인공관절 수술을 했습니다.
고대 재 수술후 바른세상에 수술비 환불이나
고대수술비를 달라고 요구를 했지만 자신들은 잘못 없다고 아무것도 못해주겠답니다.",2023년 3월 27일 월요일,1번째 방문
8616,바른세상병원,경기 성남시 분당구 야탑로75번길 5,ki6****,정형외과는 바른세상병원이 최고??,2023년 3월 23일 목요일,4번째 방문
8617,바른세상병원,경기 성남시 분당구 야탑로75번길 5,민경이abc,굿,2023년 3월 22일 수요일,1번째 방문
8618,바른세상병원,경기 성남시 분당구 야탑로75번길 5,ki6****,항상 손님이 많아 기다리지만 그래도 믿을수 있어서..,2023년 3월 20일 월요일,3번째 방문
8619,바른세상병원,경기 성남시 분당구 야탑로75번길 5,미스터까까,좋아요,2023년 3월 18일 토요일,3번째 방문
8620,바른세상병원,경기 성남시 분당구 야탑로75번길 5,라벤더7072,굿,2023년 3월 17일 금요일,4번째 방문
8621,바른세상병원,경기 성남시 분당구 야탑로75번길 5,쏜훈,허리통증때문에 예약하고 갔었는데 다행히 당일 MRI 결과도 보고 왔네요^^,2023년 3월 16일 목요일,5번째 방문
8622,바른세상병원,경기 성남시 분당구 야탑로75번길 5,ki6****,믿고 갑니다~,2023년 3월 16일 목요일,2번째 방문
8623,바른세상병원,경기 성남시 분당구 야탑로75번길 5,ky****,굿,2023년 3월 16일 목요일,1번째 방문
8624,바른세상병원,경기 성남시 분당구 야탑로75번길 5,yoon85,생각보다 넓고 진료과가 많아요. 친절해요,2023년 3월 16일 목요일,1번째 방문
8625,바른세상병원,경기 성남시 분당구 야탑로75번길 5,린아185,"엄마 무릎 양쪽 관절 수술도 잘 해주셔서 넘 잘 지내고 계시고 저도 여기서 목, 어깨, 무릎 등 골고루 치료 받는데 도수치료와 물리치료 잘하세요 특히 운동지도를 꾸준히 하도록 알려주시는데 그게 효과가 있어서 차츰 좋아지고 있는 중입니다",2023년 3월 15일 수요일,1번째 방문
8626,바른세상병원,경기 성남시 분당구 야탑로75번길 5,마이구미471,무릎 검진 받으러 갔었는데 정구황원장님 친절하고 좋았어요,2023년 3월 15일 수요일,4번째 방문
8627,바른세상병원,경기 성남시 분당구 야탑로75번길 5,라벤더7072,굿,2023년 3월 14일 화요일,3번째 방문
8628,바른세상병원,경기 성남시 분당구 야탑로75번길 5,실인전,주차 편하고 시설이 깔끔해서 좋네요!,2023년 3월 14일 화요일,3번째 방문
8629,바른세상병원,경기 성남시 분당구 야탑로75번길 5,90887,추천 받아서 갔던 곳인데 넘 좋아용 예약 하고 가야 대기시간이 적더라구용~~,2023년 3월 14일 화요일,5번째 방문
8630,바른세상병원,경기 성남시 분당구 야탑로75번길 5,ki6****,믿을수 있는병원~^^,2023년 3월 10일 금요일,1번째 방문
8631,바른세상병원,경기 성남시 분당구 야탑로75번길 5,Maryjane,"의사가 불친절해요 ㅜㅜ
마상",2023년 3월 9일 목요일,1번째 방문
8632,바른세상병원,경기 성남시 분당구 야탑로75번길 5,젤소미나,의사샘.. 불친절.. 진료 1분만에 끝... 동네 다른 병원 갈 예정임,2023년 3월 9일 목요일,1번째 방문
8633,바른세상병원,경기 성남시 분당구 야탑로75번길 5,라벤더7072,7층 회복정원 운동하기 좋아요,2023년 3월 9일 목요일,2번째 방문
8634,바른세상병원,경기 성남시 분당구 야탑로75번길 5,sage1029,잘봐주시네요.,2023년 3월 8일 수요일,2번째 방문
8635,바른세상병원,경기 성남시 분당구 야탑로75번길 5,빵아 빵아,어깨진료보러 방문!!,2023년 3월 6일 월요일,1번째 방문
8636,바른세상병원,경기 성남시 분당구 야탑로75번길 5,크리스1780,친절해요,2023년 3월 4일 토요일,1번째 방문
8637,바른세상병원,경기 성남시 분당구 야탑로75번길 5,Cadenza,과잉진료 없이 무리하게 수술을 권하지 않아서 좋아요,2023년 3월 3일 금요일,1번째 방문
8638,바른세상병원,경기 성남시 분당구 야탑로75번길 5,라벤더7072,편리해요,2023년 2월 24일 금요일,1번째 방문
8639,바른세상병원,경기 성남시 분당구 야탑로75번길 5,ys****,친절하고 업무신속하고 좋아요.,2023년 2월 22일 수요일,1번째 방문
8640,바른세상병원,경기 성남시 분당구 야탑로75번길 5,로뎀나무81,정말 친절한 병원입니다.,2023년 2월 18일 토요일,2번째 방문
8641,바른세상병원,경기 성남시 분당구 야탑로75번길 5,로뎀나무81,직원분들이 친절하시고 빠르게 진행되서 좋습니다.열심히 노력하는 병원 같아서 좋아요~주차와 주차대기도 편리합니다.,2023년 2월 16일 목요일,1번째 방문
8642,바른세상병원,경기 성남시 분당구 야탑로75번길 5,sage1029,친절해요~,2023년 2월 15일 수요일,1번째 방문
8643,바른세상병원,경기 성남시 분당구 야탑로75번길 5,hjk****,좋아요,2023년 2월 11일 토요일,1번째 방문
8644,바른세상병원,경기 성남시 분당구 야탑로75번길 5,원주짱,김구황원장잘보세요,2023년 2월 9일 목요일,3번째 방문
8645,바른세상병원,경기 성남시 분당구 야탑로75번길 5,ckd****,"허리가 너무 아파서 갔었는데 디스크가 찢어진거였어요, 척추과 변재철 원장님께 진료 받았는데 진단도 알아 듣기 쉽게 얘기해주시고 좋았어요 제가 아프기도 하고 엄청 예민하게 굴었는데도 불구하고 의사쌤, 간호사쌤들 다 친절하게 해주셨고 치료 받으러 꾸준히 잘 다녀볼 생각이에요",2023년 2월 7일 화요일,1번째 방문
8646,바른세상병원,경기 성남시 분당구 야탑로75번길 5,보리두유네,업무 빨리빨리 봐주셔서 갈때마다 많이 기다리지않아 좋아요^^,2023년 2월 3일 금요일,1번째 방문
8647,바른세상병원,경기 성남시 분당구 야탑로75번길 5,lov****,굿,2023년 2월 2일 목요일,1번째 방문
8648,바른세상병원,경기 성남시 분당구 야탑로75번길 5,투96,시간 엄청 오래걸림.,2023년 2월 1일 수요일,1번째 방문
8649,바른세상병원,경기 성남시 분당구 야탑로75번길 5,미스터까까,진료를잘해요,2023년 1월 30일 월요일,2번째 방문
8650,바른세상병원,경기 성남시 분당구 야탑로75번길 5,슈퍼키드41,병원 직원들 수고많습니다,2023년 1월 27일 금요일,1번째 방문
8651,바른세상병원,경기 성남시 분당구 야탑로75번길 5,feelsogoood,"도수치료, 물리치료 다 같이 할 수 있는 큰 규모의 병원이라 좋습니다. 원장님도 항상 친절하게 설명 잘 해주셔요",2023년 1월 25일 수요일,1번째 방문
8652,바른세상병원,경기 성남시 분당구 야탑로75번길 5,마리박사,항상 가는 병원이에용 이번엔 허리가 아파서 다녀왔는데 박재현 원장님 친절하게 해주셔서 감사했어용~,2023년 1월 25일 수요일,4번째 방문
8653,바른세상병원,경기 성남시 분당구 야탑로75번길 5,지구는 누구의,도수 치료와 운동치료 병행해서 꾸준히 받고있는데 정말 많이 좋아졌어요. 도수치료 쌤 정말 잘하시는것같아요.,2023년 1월 25일 수요일,7번째 방문
8654,바른세상병원,경기 성남시 분당구 야탑로75번길 5,송영주30,굿,2023년 1월 24일 화요일,1번째 방문
8655,바른세상병원,경기 성남시 분당구 야탑로75번길 5,ehf****,친절하시고...편안하게잘봐주십니다,2023년 1월 24일 화요일,1번째 방문
8656,바른세상병원,경기 성남시 분당구 야탑로75번길 5,resource2,사람 무지 많아요. 정신없음,2023년 1월 12일 목요일,1번째 방문
8657,바른세상병원,경기 성남시 분당구 야탑로75번길 5,shinbeadslove,친절하고 시설도 좋아요,2023년 1월 11일 수요일,2번째 방문
8658,바른세상병원,경기 성남시 분당구 야탑로75번길 5,idi****,"유명하고 큰병원이라 간건데 시간 여유 없는 사람은 다니기 힘들어요 
대기 시간도 너무 길고 원장님과 간호사분이 설명해주셨던 내용대로 오늘 병원에 전화했더니 다 아니라네요~ 
MRI 반나절 입원하면 된다고 미리 전화달라고 하시더니 전화하니까 상담원 두번이나 바뀌면서 똑같은 말 두번씩 하게 하고 2박 3일이 원칙이라고 예약 안되니까 무조건 와서 대기하라며 딱 잘라 말하시네요 ㅋㅋㅋ 특히 첫번째 전화 받으신 분 너무 불친절했구요 첫번째 두번째 통화한 분들 말도 다 달라요 ㅋㅋㅋㅋ 다신 가고 싶지 않아요; 
아파 죽겠는데 시간 낭비 돈 낭비 너무 아깝네요",2023년 1월 10일 화요일,1번째 방문
8659,바른세상병원,경기 성남시 분당구 야탑로75번길 5,원주짱,무릎수술,2023년 1월 9일 월요일,2번째 방문
8660,바른세상병원,경기 성남시 분당구 야탑로75번길 5,RollloR,진료 잘보고 왔어요!,2023년 1월 7일 토요일,1번째 방문
8661,바른세상병원,경기 성남시 분당구 야탑로75번길 5,아카시아9320,좋아요,2023년 1월 5일 목요일,1번째 방문
8662,바른세상병원,경기 성남시 분당구 야탑로75번길 5,밍밍쓰9,집에서 멀어도 여기서 치료 받길 잘했다 생각 함니다,2023년 1월 2일 월요일,4번째 방문
8663,바른세상병원,경기 성남시 분당구 야탑로75번길 5,angelbityh,"처음 방문한건데 보통 허리가 불편( 다리저림,통증, 당기는듯한 느낌) 하다고 하면 진찰부터 하던데 ( 다리올려서 당기는지, 얼만큼 올라가는지 어디가 불편한지등 타병원엔 진찰부터 했음) 묻는말에만 대답해주는 느낌이 났고 질문하면 개인적으로 느끼기엔 좀 귀찮아하시고 빨리 나갔음 하는 그런 느낌 받았어요… 나가서는 입원할때절차 설명해주시고 실비 설명 해주시는방이있는데 이 직원분은 기계처럼 또 상당히 불친절 하시네요.. 
시술, 수술부터 권하는 병원인거 같은 느낌이 받았고 원장님은 환자 진찰하실때 묻는말에만 대답 빨리 내보내려하는느낌등 저는 추천하고 싶지 않은 병원입니다… 카페에서 후기보도갔는데 별로네요",2022년 12월 30일 금요일,1번째 방문
8664,바른세상병원,경기 성남시 분당구 야탑로75번길 5,지구는 누구의,"도수치료,운동치료 정말 잘하세요. 효과 정말좋아요.많이 좋아졌어요.",2022년 12월 28일 수요일,5번째 방문
8665,바른세상병원,경기 성남시 분당구 야탑로75번길 5,지고지수니,"선생님이 참 현실적인 진료를 하십니다!
무리한 검사요구가 없어서 믿음직해요^^",2022년 12월 27일 화요일,1번째 방문
8666,바른세상병원,경기 성남시 분당구 야탑로75번길 5,꼬리어치,모두 친절하다고 느꼈어요. 특히 방사선사님이 친절하셨어요.,2022년 12월 21일 수요일,1번째 방문
8667,바른세상병원,경기 성남시 분당구 야탑로75번길 5,지구는 누구의,도수치료와 운동치료 같이받는데 많이좋아졌어요. 쌤들도 친절하시고 실력도 좋아요.,2022년 12월 14일 수요일,3번째 방문
8668,바른세상병원,경기 성남시 분당구 야탑로75번길 5,원주짱,무릎숫 ㄹ했다,2022년 12월 12일 월요일,1번째 방문
8669,바른세상병원,경기 성남시 분당구 야탑로75번길 5,지구는 누구의,운동치료와 도수치료받고있는데 많이좋아졌어요. 운동치료쌤과 도슈치료쌤 정말잘 치료해주시는것같아요.,2022년 12월 7일 수요일,2번째 방문
8670,바른세상병원,경기 성남시 분당구 야탑로75번길 5,지구는 누구의,도수치료잘하고 친절하세요.,2022년 11월 30일 수요일,1번째 방문
8671,바른세상병원,경기 성남시 분당구 야탑로75번길 5,승부사,장모임 무릎수술 재활중입니다,2022년 11월 26일 토요일,1번째 방문
8672,바른세상병원,경기 성남시 분당구 야탑로75번길 5,aceapollo11,규모가 큰 병원이라 시스템은 잘 되어 있음. 방문 환자가 많기 때문에 대기시간이 꽤 되었음.,2022년 11월 4일 금요일,1번째 방문
8673,바른세상병원,경기 성남시 분당구 야탑로75번길 5,해피 friend98,"병원은 좋아요 수술,진료비는 좀 센편임",2022년 11월 4일 금요일,1번째 방문
8674,바른세상병원,경기 성남시 분당구 야탑로75번길 5,예민한 포메,"발렛서비스가 최고에요
친절 신속 편",2022년 10월 31일 월요일,2번째 방문
8675,바른세상병원,경기 성남시 분당구 야탑로75번길 5,oky****,"2019년 시어머니 양쪽 무릎수술받고
어제는 친정아빠 무릎수술 예약하고 왔습니다
친절하게 잘 응대해 주셨습니다",2022년 10월 28일 금요일,1번째 방문
8676,바른세상병원,경기 성남시 분당구 야탑로75번길 5,미스터까까,좋아요,2022년 10월 22일 토요일,1번째 방문
8677,바른세상병원,경기 성남시 분당구 야탑로75번길 5,fokol,친절하게 설명해주셔서 좋았습니다,2022년 9월 28일 수요일,1번째 방문
8678,바른세상병원,경기 성남시 분당구 야탑로75번길 5,jhuu,발렛주차부터 무료라 좋았고 병원도 깔끔하니 좋았어요,2022년 9월 27일 화요일,4번째 방문
8679,바른세상병원,경기 성남시 분당구 야탑로75번길 5,쿵야96,여러 정형외과 다녀봤는데 지금까지 가본 곳 중 제일 만족,2022년 9월 27일 화요일,3번째 방문
8680,바른세상병원,경기 성남시 분당구 야탑로75번길 5,벚꽃동산,"발바닥에 작은 물집에 생겨 갔는데 김동O 원장 초음파 해보더니 표피낭종이라고 수술해야한다고 했고, 수술상담실에서 수술을 위해심전도검사, 하지정맥류 검사 등 대략 180만원 정도의 비용이 소모된다고 해서 수술 안한다고 하고 나왔습니다. 
근처 다른 병원에 갔더니 표피낭종도 아니고 발바닥 상처가 압력으로 염증이 생긴 것이라고 진단하고 이번주에 염증 연고를 바르고 다음주에 레이저로 살짝 치료한다고 했습니다.
바른세상병원 너무한 것 아닙니까?
배보다 배꼽이 더 크다고 수술도 수술이지만 수술 부대비용이 왜이리 큰 것인지 저는 의료인이 아니라 이해를 못하겠습니다.",2022년 9월 27일 화요일,1번째 방문
8681,바른세상병원,경기 성남시 분당구 야탑로75번길 5,rain333,"김0민 원장 ""비추천"" 합니다.
본인이 수술한 손 아니라고 안봐줌.
너무아파서 손을 전혀못쓰겠다고해도
검사,치료 안해줌. 아무것도 안해보고
본인이 해줄수있는게없다 원한다면 충격파랑 주사정도 놔준다. 대학병원가봐라.끝
아파서 손을 못쓰겠다는 환자한테 
어떤검사,치료 해보잔말도없고 타병원에서 가져간 몇개월전 영상자료 보는척만함.
나도 의사할수있겠다^^ 그렇게 진료보면^^
타병원에서 수술한 환자는 봐주지도 않고
본인은 해줄수있는게없다.원하면 주사는 놔준다.계속물으니 차병원(근처대학병원임)가보라고 의뢰서 써준다고함.그런말은 나도하겠네^^
손을못쓸만큼 너무아파서 소문듣고 갔더니 
어이없게 저런말만 듣고 왜그런지 이유도 모르고 쓸대없는 성의없이쓴 의뢰서만 받아옴.
이런 의사가 있는병원 다시는 안온다.",2022년 9월 8일 목요일,1번째 방문
8682,바른세상병원,경기 성남시 분당구 야탑로75번길 5,도레미41,친절하게 잘 설해주셔서 좋았어요,2022년 8월 23일 화요일,1번째 방문
8683,바른세상병원,경기 성남시 분당구 야탑로75번길 5,110****,주차도 편하고 이학선 원장님 친절하게 잘진료해주세요,2022년 8월 5일 금요일,1번째 방문
8684,바른세상병원,경기 성남시 분당구 야탑로75번길 5,쿵야96,친구한테 추천 받고 간 곳인데 원장님이 차근차근 설명해주시고 귀에 쏙쏙 잘 들어와서 좋았어요^^,2022년 8월 1일 월요일,2번째 방문
8685,바른세상병원,경기 성남시 분당구 야탑로75번길 5,실인전,시설이 전체적으로 깔끔하고 주차도 편하네요!,2022년 8월 1일 월요일,2번째 방문
8686,바른세상병원,경기 성남시 분당구 야탑로75번길 5,쵸비4,"안좋은 후기가 보였지만 사람마다 다르겠다싶어서 예약하고 갔는데장사하듯이 진료전에 코스처럼 엑스레이 검사하고나서 사전에 오래전에 다친거라고 미리말했는데 1분도 안되게 의사면담하는데 뼈에는 문제가 없다며 안아프면 그냥 지내는것은 어떠냐는 투로 말하시고 추가mri검사 안내를 받았습니다. 당일 검사 면담은 45만원, 번거롭게 6시 이후 검사 다른날 재방문 진료는 30만원대 검사의 차이도 아니고 정말 장사하듯이 짜놓은 가격표듣고 그냥 나왔습니다. 병원에 손님이 많은만큼 이런과정에서 버는 비용이 상당할꺼같습니다. 재방문도 주변 지인 추천도 말릴꺼같은 경험이었습니다. 다른 일하시는분들은 표정이 밝고 좋아보였으나 전문 인력들은 친절한지 모르겠습니다.",2022년 7월 28일 목요일,1번째 방문
8687,바른세상병원,경기 성남시 분당구 야탑로75번길 5,jhuu,엄마 어깨 수술 후에 외래 방문했습니다 전보다 많이 좋아졌다고 하네요,2022년 7월 21일 목요일,3번째 방문
8688,바른세상병원,경기 성남시 분당구 야탑로75번길 5,hhs****,의사선생님 진료는 친절 간호사님들은 조금 불친절 그래도 의사선생님 진료덕에 계속 다닐 예정,2022년 7월 19일 화요일,1번째 방문
8689,바른세상병원,경기 성남시 분당구 야탑로75번길 5,pma****,친절한 진료 감사요,2022년 6월 21일 화요일,1번째 방문
8690,바른세상병원,경기 성남시 분당구 야탑로75번길 5,ㅋㅋㅋㅋㅋㅋ338,"친절합니다~
다시 갈 거 같아요",2022년 6월 12일 일요일,1번째 방문
8691,바른세상병원,경기 성남시 분당구 야탑로75번길 5,실인전,진료 받을 때 간단하게 집에서 할 수 있는 운동법도 알려주시고 친절해서 좋았어요~,2022년 6월 7일 화요일,1번째 방문
8692,바른세상병원,경기 성남시 분당구 야탑로75번길 5,jhuu,어머니 어깨 수술이 잘 돼서 지금은 회복 중에 있는데 원장님도 그렇고 재활해주시는 분들도 다 친절하시네요,2022년 6월 7일 화요일,2번째 방문
8693,바른세상병원,경기 성남시 분당구 야탑로75번길 5,몰러유00,"의사선생님 간호사분, 카운터분 모두 친절하시고 대응이 빠르십니다.",2022년 6월 7일 화요일,1번째 방문
8694,바른세상병원,경기 성남시 분당구 야탑로75번길 5,정다혜6262,여기저기 다녀봤는데 이 병원이 진료도 제일 꼼꼼히 봐주시고 꾸준히 다니기 좋은거 같아요! 계속 다녀보려구요!,2022년 6월 7일 화요일,1번째 방문
8695,바른세상병원,경기 성남시 분당구 야탑로75번길 5,90887,시설이 깔끔하니 좋고 친절하게 안내도 잘 받았어요^^,2022년 6월 7일 화요일,2번째 방문
8696,바른세상병원,경기 성남시 분당구 야탑로75번길 5,꽃샘87,선생님께서 아주 친절하세요,2022년 6월 7일 화요일,1번째 방문
8697,바른세상병원,경기 성남시 분당구 야탑로75번길 5,로데오맛집,"발목이 삐어 병원방문했습니다. 심한정도가 아니여서 병원자체에서 판매하는 보조기 착용 처방을 해주시더라구여
가격은10만원...실비도 안되는데 굳이 병원에서 구매할필요가 없고 인터넷에서비슷한거 4만원대에 판매
물론 보조기 착용을 하는게 도움되지만 살짝삐었는데 10만원 보조기는 과하다고 생각들었어요
환불하고, 
얼음찜질30분하니 통증 거의 없어졌습니다.",2022년 6월 3일 금요일,1번째 방문
8698,바른세상병원,경기 성남시 분당구 야탑로75번길 5,새벽공기97,"리셉션에 안내해주는 남자 직원이 불친절함
허리가 아파서 갔는데 엑스레이만 찍고 물리치료는 안 해줌.. 추가로 mri만 찍고옴.. 아파서 갔는데 뭐라도 치료해 줘야 하는 거 아닌가요ㅠ",2022년 6월 1일 수요일,1번째 방문
8699,바른세상병원,경기 성남시 분당구 야탑로75번길 5,이은숙26,친절한 진료에 감사합니다,2022년 5월 20일 금요일,1번째 방문
8700,바른세상병원,경기 성남시 분당구 야탑로75번길 5,soh930,친절해요,2022년 5월 17일 화요일,1번째 방문
8701,바른세상병원,경기 성남시 분당구 야탑로75번길 5,귀요미4921,굿,2022년 5월 9일 월요일,1번째 방문
8702,바른세상병원,경기 성남시 분당구 야탑로75번길 5,jhuu,직원분들이 안내도 잘해주시고 친절해서 진료 잘 받고 나왔어요!,2022년 5월 3일 화요일,1번째 방문
8703,바른세상병원,경기 성남시 분당구 야탑로75번길 5,안이여,리뷰 잘 안남기는데 여기 다니고 나서부터 어깨가 너무 좋아져서 남기게 됐네요 굿,2022년 5월 3일 화요일,1번째 방문
8704,바른세상병원,경기 성남시 분당구 야탑로75번길 5,90887,습관적으로 자주 삐끗 했었는데 치료 받고 많이 좋아졌어요^^ 딸도 허리가 안좋다고 해서 다음엔 같이 방문할 예정이에요~,2022년 5월 3일 화요일,1번째 방문
8705,바른세상병원,경기 성남시 분당구 야탑로75번길 5,whd****,"1차병원에서 Xray로 봤을 때 확인되는걸 무려^^ 소견서 까지 써준 2차 병원인 '바른세상병원' Xray에선 발견 못 함. 환자의 아픔에 공감이요? 자기네들은 해줄 수 있는 게 없다고, 병원마다 결과는 다를 수 있다고 내쫓고싶어하는 것마냥 말해놓고, 겨우 재진료 요청해서 초음파까지 찍어보니 그제서야 확인되네. 본인이 오진해놓고 사과한마디없다가 발견되니까 아 그럼 수술날짜 잡죠 한마디 하면 다입니까. 작은병원에서도 발견하는 걸 못잡아내는 무능력한병원^^ 실력도 실력이지만 환자에 대한 태도부터 고치세요. 환자가 어디 구걸하러왔나요~? 

(아 그리고 xray로만 봐도 충분히 보이는 걸 명백한 본인들 실수로 못 봐놓고 초음파까지 찍게 만들었는데도 엑스레이, 초음파비용까지 돈 다 받았음^^) 절대 가지마세요",2022년 5월 2일 월요일,1번째 방문
8706,바른세상병원,경기 성남시 분당구 야탑로75번길 5,뀨뀨까까9336,"본관 별관 상관없이 원무과 , 재활센터, 의사 남자직원분들 다 불친절.. 뭐 물어보기 무서워요 성의 없어요 여자분들은 다 친절하세요 ~ 물리치료 기본치료도 성의없어요 치료하면서 핸드폰 하시는거같아요 도수치료는 좋습니다",2022년 4월 27일 수요일,1번째 방문
8707,바른세상병원,경기 성남시 분당구 야탑로75번길 5,김영64,좋아요,2022년 4월 22일 금요일,1번째 방문
8708,바른세상병원,경기 성남시 분당구 야탑로75번길 5,ind****,친절하게진료해주십니다.,2022년 4월 4일 월요일,1번째 방문
8709,바른세상병원,경기 성남시 분당구 야탑로75번길 5,kim****,원장님 시술 잘 하심 서비스도 좋음 간호원님들도 좋음,2022년 3월 10일 목요일,2번째 방문
8710,바른세상병원,경기 성남시 분당구 야탑로75번길 5,kim****,영상도 잘 찍고 상담도 잘해주식줌 상담사 또한 궁금한 사항도 잘 답변해줌,2022년 3월 4일 금요일,1번째 방문
8711,바른세상병원,경기 성남시 분당구 야탑로75번길 5,massage075,쏘쏘,2022년 2월 28일 월요일,1번째 방문
8712,바른세상병원,경기 성남시 분당구 야탑로75번길 5,jae****,좋아요,2021년 12월 29일 수요일,1번째 방문
8713,바른세상병원,경기 성남시 분당구 야탑로75번길 5,귀요미108,좋아요,2021년 12월 21일 화요일,1번째 방문
8714,바른세상병원,경기 성남시 분당구 야탑로75번길 5,zal****,좋아요,2021년 12월 7일 화요일,1번째 방문
8715,바른세상병원,경기 성남시 분당구 야탑로75번길 5,may****,원장님 친절하세요,2021년 11월 25일 목요일,1번째 방문
8716,바른세상병원,경기 성남시 분당구 야탑로75번길 5,jungmo1202,조아요,2021년 11월 4일 목요일,2번째 방문
8717,바른세상병원,경기 성남시 분당구 야탑로75번길 5,coc****,좋아요,2021년 7월 13일 화요일,1번째 방문
8718,바른세상병원,경기 성남시 분당구 야탑로75번길 5,ontHEROad,괜츈,2021년 4월 13일 화요일,1번째 방문
8719,바른세상병원,경기 성남시 분당구 야탑로75번길 5,jungwha,목디스크로 고생하시는분께 꼭 추천해드리고 싶어요 꼭가보세요!!,2021년 3월 9일 화요일,1번째 방문
8720,바른세상병원,경기 성남시 분당구 야탑로75번길 5,jjb,그동안 병원 여기저기 옮겨 다니다가 이제야 정착했네요ㅎ 의사선생님이 친절하고 진료도 잘 봐주셔서 대 만족했어요,2021년 3월 9일 화요일,2번째 방문
8721,바른세상병원,경기 성남시 분당구 야탑로75번길 5,sub****,진료도 잘하는데 집에서 할 수 있는 운동법이나 관리방법까지 알려주시네요~,2021년 3월 9일 화요일,1번째 방문
8722,바른세상병원,경기 성남시 분당구 야탑로75번길 5,동그랑땡9911,되게 친절하세요. 좋아요,2021년 3월 3일 수요일,1번째 방문
8723,바른세상병원,경기 성남시 분당구 야탑로75번길 5,gog****,좋아요,2021년 2월 28일 일요일,1번째 방문
8724,바른세상병원,경기 성남시 분당구 야탑로75번길 5,Enjoy73,"대학병원에 근무하는 지인이 본인 어머님 수술한 곳이라고 수술을 너무 잘하신다고 적극 추천해주셔서 믿고 찾아간 곳입니다. 관절이 모두 안좋아 너무 고생하시는 어머님 모시고 갔는데, 환자가 많아 무척 북적이는데도 친절히 상담해주시고 어머님증상을잘 들어주셔서 감사했습니다. 정확히 진료해주시고 진심으로 대해주신다고 어머님께서도 기뻐하시며 다른 병원에 예정된수술을 여기서 받으시기로 결정하셨어요. 허리, 관절...로 오랫동안 고생하시며 여러 병원들 돌아다니셨는데 이제라도 안심하고 희망을 가지고 치료받을 수있는 좋은병원을 소개해드릴 수있게 되어 저도 기쁩니다. 
주차가 걱정되었는데 발렛이되어 편했습니다.",2021년 2월 17일 수요일,1번째 방문
8725,바른세상병원,경기 성남시 분당구 야탑로75번길 5,별하8738,엄마가 무릎이 너무 안 좋아서 여기저기 알아보다가 바른세상병원 방문했습니다. 확실히 관절전문병원이라서 믿음직스럽고 치료도 잘 해 주셔서 감사했어요,2021년 2월 5일 금요일,2번째 방문
8726,바른세상병원,경기 성남시 분당구 야탑로75번길 5,Viviana Kim,"진료 잘 봄, 게다가 의사선생님, 물리치료사, 데스크 직원들 모두 친절하기까지 함, 굿????",2021년 2월 5일 금요일,2번째 방문
8727,바른세상병원,경기 성남시 분당구 야탑로75번길 5,몽쁘띠엘,"원래 리뷰 잘 안 남기는데, 여기서 무지외반증치료 받고 확실히 걷는게 너무 편해져서 남겨요~ 친절하고 넘 좋은 곳!",2021년 2월 5일 금요일,2번째 방문
8728,바른세상병원,경기 성남시 분당구 야탑로75번길 5,heo****,좋아요,2021년 1월 23일 토요일,1번째 방문
8729,바른세상병원,경기 성남시 분당구 야탑로75번길 5,분단지,좋아요,2021년 1월 23일 토요일,1번째 방문
8730,바른세상병원,경기 성남시 분당구 야탑로75번길 5,KYOUNG59,병원 시설이 잘 되어 있네요~ 진료 잘 해주셔서 지인도 소개햇어요^^,2021년 1월 15일 금요일,1번째 방문
8731,바른세상병원,경기 성남시 분당구 야탑로75번길 5,candylov,의사쌤 항상 친절하세요,2021년 1월 15일 금요일,1번째 방문
8732,바른세상병원,경기 성남시 분당구 야탑로75번길 5,보통날42,"팔꿈치갑자기 아파서 방문했는데 과잉진료없이 
친절하게 진료해셨네요",2021년 1월 11일 월요일,1번째 방문
8733,바른세상병원,경기 성남시 분당구 야탑로75번길 5,프로 사부작러,"주차는 발렛하면됩니다.
늘 사람 많은곳이라 온라인예약 이용해서 방문합니다.
물리치료시설이 되게 잘되어있어서 몇년째 다니는중입니다.
당연한 말이겠지만, 접수처 직원들보다 
원장님의 실력이 빛을 발하는 병원",2020년 12월 29일 화요일,1번째 방문
8734,바른세상병원,경기 성남시 분당구 야탑로75번길 5,myc****,앞으로는 여기서만 진료받을 생각입니다. 직원분들도 친절하고 일처리도 빨라서 좋았습니다,2020년 12월 16일 수요일,1번째 방문
8735,바른세상병원,경기 성남시 분당구 야탑로75번길 5,jjb,첫 방문이었는데 내부도 깔끔하게 잘 되어 있고 전체적으로 모두 친절했음,2020년 12월 16일 수요일,1번째 방문
